0;No Skill;Keine Fertigkeit;Empty slot;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;Sello de curación;Siegel der Heilung;Sello. Ganas 82..172 de salud. Tienes -40 de armadura cuando uses esta habilidad.;0;21;21;1;0;0;2;4;0;0;0;0;0;0;0;
2;Sello de resurrección;Siegel der Wiederbelebung;Sello. Resucitas a un aliado (100% de salud y 25% de energía). Este sello sólo volverá a estar activado cuando consigas un aumento de moral.;0;-1;21;0;0;0;3;0;0;0;0;0;0;0;0;
3;Sello de captura;Siegel der Erbeutung;Sello. Escoges una habilidad de un jefe muerto cercano de tu profesión. Sustituirá de forma permanente al Sello de captura. Si la habilidad es de élite ganarás 250 PE por cada nivel que seas.;0;-1;21;0;0;0;2;2;0;0;0;1;0;0;0;
5;Bloqueo de poder;Kraftblock;Conjuro de élite. Si el enemigo objetivo está lanzando un conjuro o cántico, se cancelará, y esa habilidad y todas las del mismo atributo quedarán anuladas (1..12 segundos).;1;2;22;5;0;15;.25;20;0;0;1;0;0;0;0;
6;Mantra de la tierra;Mantra der Erde;Actitud. (30..90 segundos). Reduce el daño de tierra en un 26..50%. Ganas 2 de energía al recibir daño de tierra.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
7;Mantra de la llama;Mantra des Feuers;Actitud. (30..90 segundos). Reduce el daño de fuego en un 26..50%. Ganas 2 de energía al recibir daño de fuego.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
8;Mantra del frío;Mantra des Frosts;Actitud. (30..90 segundos). Reduce el daño frío en un 26..50%. Ganas 2 de energía al recibir daño frío.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
9;Mantra del relámpago;Mantra des Blitzes;Actitud. (30..90 segundos). Reduce el daño de relámpago en un 26..50%. Ganas 2 de energía al recibir daño de relámpago.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
10;Destructor de maleficios;Gebrochene Verhexung;Actitud. (5..80 segundos). El siguiente conjuro contra ti falla y el atacante recibe 10..46 de daño.;0;2;29;5;0;5;0;15;0;0;0;0;0;0;0;
