0;No Skill;Keine Fertigkeit;Empty slot;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;Sceau de guérison;Siegel der Heilung;Sceau. Vous gagnez 82..172 points de vie. Votre bonus d'armure est réduit de -40 quand vous utilisez cette compétence.;0;21;21;1;0;0;2;4;0;0;0;0;0;0;0;
2;Sceau de résurrection;Siegel der Wiederbelebung;Sceau. Ressuscite le membre du groupe visé (100% de santé et 25% d'énergie). Ce sceau ne se recharge que lorsque vous obtenez une augmentation de moral.;0;-1;21;0;0;0;3;0;0;0;0;0;0;0;0;
3;Sceau de capture;Siegel der Erbeutung;Sceau. Choisissez une compétence d'un boss de votre profession mort à proximité. Le Sceau de Capture sera remplacé par cette compétence de façon permanente. Si c'était une compétence élite, vous obtenez 250 points d'XP pour chaque niveau gagné.;0;-1;21;0;0;0;2;2;0;0;0;1;0;0;0;
5;Blocage de pouvoir;Kraftblock;Sort d'élite. Si l'ennemi visé est en train de lancer un sort ou un chant, cette compétence est interrompue. Cette compétence et toutes les autres compétences de la même caractéristique sont également inutilisables (pendant 1..12 secondes).;1;2;22;5;0;15;.25;20;0;0;1;0;0;0;0;
6;Mantra de la terre;Mantra der Erde;Pose de combat. (30..90 secondes.) Réduit de 26..50% les dégâts de la terre que vous subissez. Vous gagnez 2 points d'énergie quand vous subissez des dégâts de la terre.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
7;Mantra de flamme;Mantra des Feuers;Pose de combat. (30..90 secondes.) Réduit de 26..50% les dégâts du feu que vous subissez. Vous gagnez 2 points d'énergie quand vous subissez des dégâts du feu.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
8;Mantra de givre;Mantra des Frosts;Pose de combat. (30..90 secondes.) Réduit de 26..50% les dégâts du froid que vous subissez. Vous gagnez 2 points d'énergie quand vous subissez des dégâts du froid.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
9;Mantra de foudre;Mantra des Blitzes;Pose de combat. (30..90 secondes.) Réduit de 26..50% les dégâts de la foudre que vous subissez. Vous gagnez 2 points d'énergie quand vous subissez des dégâts de la foudre.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
10;Leveur de maléfice;Gebrochene Verhexung;Pose de combat. (5..80 secondes.) Le prochain maléfice qui vous est lancé échoue et son lanceur subit 10..46 points de dégâts.;0;2;29;5;0;5;0;15;0;0;0;0;0;0;0;
11;Distorsion;Verzerrung;Pose de combat. (1..5 secondes.) Vous avez 75% de chances de bloquer. Coût du blocage : vous perdez 2 points d'énergie ou la Distorsion prend fin.;1;1;29;5;0;5;0;8;0;0;0;0;0;0;0;
13;Mantra de récupération;Mantra der Erholung;Pose de combat d'élite. (5..20 secondes.) Vos sorts se rechargent 33% plus vite.;0;0;29;5;0;5;0;15;0;0;1;0;0;0;0;
14;Mantra de persévérance;Mantra des Bestehens;Pose de combat. (5..25 secondes.) Les maléfices d'Illusion que vous lancez durent 10..40% plus longtemps.;0;3;29;5;0;5;0;15;0;0;0;0;0;0;0;
15;Mantra des inscriptions;Mantra der Inschriften;Pose de combat. (5..25 secondes.) Les sceaux que vous activez en pose de combat se rechargent 10..40% plus vite.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
