0;No Skill;Keine Fertigkeit;Empty skill slot;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;Sello de curación;Siegel der Heilung;Sello. Ganas 82..172 de salud. Tendrás -40 de armadura cuando uses esta habilidad.;0;21;21;1;0;0;2;4;0;0;0;0;0;0;0;
2;Sello de resurrección;Siegel der Wiederbelebung;Sello. Resucitas a un aliado, que regresa a la vida con 100% de salud y 25% de energía. Este sello sólo volverá a estar activado cuando consigas un aumento de moral.;0;-1;21;0;0;0;3;0;0;0;0;0;0;0;0;
3;Sello de captura;Siegel der Erbeutung;Sello. Escoges una habilidad de un jefe muerto cercano de tu profesión. Sustituirá de forma permanente al Sello de captura. Si la habilidad es de élite ganarás 250 PE por cada nivel que seas.;0;-1;21;0;0;0;2;2;0;0;0;1;0;0;0;
5;Bloqueo de poder;Kraftblock;Conjuro de élite. Si el enemigo objetivo está lanzando un conjuro o cántico, se cancelará, y esa habilidad y todas las del mismo atributo quedarán anuladas durante 1..12 segundos.;1;2;22;5;0;15;.25;20;0;0;1;0;0;0;0;
6;Mantra de la tierra;Mantra der Erde;Actitud. Durante 30..90 segundos, siempre que recibas daño de tierra, el daño se reduce en un 26..50% y ganas 2 de energía.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
7;Mantra de la llama;Mantra des Feuers;Actitud. Durante 30..90 segundos, siempre que recibas daño de fuego, el daño se reduce en un 26..50% y ganas 2 de energía.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
8;Mantra del frío;Mantra des Frosts;Actitud. Durante 30..90 segundos, siempre que recibas daño frío, el daño se reduce en un 26..50% y ganas 2 de energía.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
9;Mantra del relámpago;Mantra des Blitzes;Actitud. Durante 30..90 segundos, siempre que recibas daño de relámpago, el daño se reduce en un 26..50% y ganas 2 de energía.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
10;Destructor de maleficios;Gebrochene Verhexung;Actitud. Durante 5..80 segundos, la próxima vez que seas la víctima de un maleficio, éste no tendrá efecto y el que te ataque recibirá 10..46 de daño.;0;2;29;5;0;5;0;15;0;0;0;0;0;0;0;
11;Distorsión;Verzerrung;Actitud. Durante 1..5 segundos, tendrás un 75% de posibilidades de bloquear ataques. Siempre que bloquees un ataque de esta forma, pierdes 2 de energía o la Distorsión finalizará.;1;1;29;5;0;5;0;8;0;0;0;0;0;0;0;
13;Mantra de recuperación;Mantra der Erholung;Actitud de élite. Durante 5..20 segundos, los conjuros que lances se recargarán un 33% más rápido.;0;0;29;5;0;5;0;15;0;0;1;0;0;0;0;
14;Mantra de persistencia;Mantra des Bestehens;Actitud. Durante 5..25 segundos, cualquier maleficio de magia de ilusión que lances durará un 10..40% más.;0;3;29;5;0;5;0;15;0;0;0;0;0;0;0;
15;Mantra de inscripciones;Mantra der Inschriften;Actitud. Durante 5..25 segundos, los sellos que actives mientras mantengas esta actitud se recargan un 10..40% más rápido.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
16;Mantra de concentración;Mantra der Konzentration;Actitud. Durante 1..38 segundos, no se te podrá interrumpir la próxima vez que lo intenten.;1;3;29;5;0;5;0;30;0;0;0;0;0;0;0;
17;Mantra de determinación;Mantra des Abschlusses;Actitud. Durante 30..90 segundos no podrás ser interrumpido, pero cada vez que se te hubiera podido interrumpir, perderás 10..4 de energía o el Mantra de determinación finalizará.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
18;Mantra de sellos;Mantra der Siegel;Actitud. Durante 10..40 segundos, tienes +3 de armadura por cada sello que lleves. Cada vez que utilizas un sello, ganas 5..60 de salud.;1;3;29;5;0;5;0;20;0;0;0;0;0;0;0;
19;Fragilidad;Zerbrechlichkeit;Conjuro con maleficio. Durante 8..20 segundos, el enemigo objetivo y los que le rodeen recibirán 5..20 de daño cada vez que sufran o se recuperen de una nueva condición.;0;1;24;5;0;5;1;5;0;0;0;0;0;0;0;
21;Encantamiento inspirado;Inspirierte Verzauberung;Conjuro. Quitas un encantamiento del enemigo objetivo y obtienes 3..15 de energía. Durante 20 segundos, el Encantamiento inspirado será sustituido por el encantamiento que se haya quitado al enemigo.;1;3;22;5;0;10;1;0;0;0;0;0;0;0;0;
22;Maleficio inspirado;Inspirierte Verhexung;Conjuro. Se elimina un maleficio del objetivo (un aliado o tú mismo) y obtienes 4..10 de energía. Durante 20 segundos, el Maleficio inspirado será sustituido por el maleficio que hayas quitado.;1;3;22;5;0;5;1;0;0;0;0;0;0;0;0;
23;Punzada de poder;Kraftdorn;Conjuro. Si el enemigo objetivo está lanzando un conjuro o cántico, éste se interrumpirá y el enemigo recibirá 30..120 de daño.;0;2;22;5;0;5;.25;12;0;0;0;0;0;0;0;
24;Pérdida de poder;Kraftleck;Conjuro. Si el enemigo objetivo está lanzando un conjuro o cántico, éste se interrumpirá y el enemigo objetivo perderá 3..17 de energía.;1;2;22;5;0;10;.25;20;0;0;0;0;0;0;0;
25;Drenaje de poder;Kraftentzug;Conjuro. Si el enemigo objetivo está lanzando un conjuro o cántico, éste se interrumpirá y ganarás 1..31 de energía.;0;3;22;5;0;5;.25;20;0;0;0;0;0;0;0;
