0;No Skill;Keine Fertigkeit;Empty slot;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;Siegel der Heilung;Siegel der Heilung;Siegel. Ihr erhaltet 82..172 Lebenspunkt[e]. Während Ihr diese Fertigkeit benutzt, habt Ihr -40 Rüstung.;0;21;21;1;0;0;2;4;0;0;0;0;0;0;0;
2;Siegel der Wiederbelebung;Siegel der Wiederbelebung;Siegel. Das Gruppenmitglied wird wiederbelebt (100% Lebenspunkte, 25% Energiepunkte). Dieses Siegel wird nur dann wieder aufgeladen, wenn Ihr einen Moralschub erhaltet.;0;-1;21;0;0;0;3;0;0;0;0;0;0;0;0;
3;Siegel der Erbeutung;Siegel der Erbeutung;Siegel. Wählt eine Fertigkeit von einem toten Boss Eurer Klasse in der Nähe. Siegel der Erbeutung wird dauerhaft durch diese Fertigkeit ersetzt. Handelt es sich um eine Elite-Fertigkeit, erhaltet Ihr pro Stufe, die Ihr erlangt habt, 250 EP.;0;-1;21;0;0;0;2;2;0;0;0;1;0;0;0;
5;Kraftblock;Kraftblock;Elite-Zauber. Falls der Gegner einen Zauber oder Anfeuerungsruf wirkt, wird dieser unterbrochen und diese Fertigkeit und alle Fertigkeiten desselben Attributs 1..12 Sekunde[n] lang deaktiviert.;1;2;22;5;0;15;.25;20;0;0;1;0;0;0;0;
6;Mantra der Erde;Mantra der Erde;Haltung. 30..90 Sekunde[n]: Reduziert den von Euch erlittenen Erdschaden um 26..50%. Ihr erhaltet 2 Energiepunkte, wenn Ihr Erdschaden erleidet.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
7;Mantra des Feuers;Mantra des Feuers;Haltung. 30..90 Sekunde[n]: Reduziert den von Euch erlittenen Feuerschaden um 26..50%. Ihr erhaltet 2 Energiepunkte, wenn Ihr Feuerschaden erleidet.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
8;Mantra des Frosts;Mantra des Frosts;Haltung. 30..90 Sekunde[n]: Reduziert den von Euch erlittenen Kälteschaden um 26..50%. Ihr erhaltet 2 Energiepunkte, wenn Ihr Kälteschaden erleidet.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
9;Mantra des Blitzes;Mantra des Blitzes;Haltung. 30..90 Sekunde[n]: Reduziert den von Euch erlittenen Blitzschaden um 26..50%. Ihr erhaltet 2 Energiepunkte, wenn Ihr Blitzschaden erleidet.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
10;Gebrochene Verhexung;Gebrochene Verhexung;Haltung. 5..80 Sekunde[n]: Die nächste Verhexung gegen Euch misslingt und der Wirker erleidet 10..46 Punkt[e] Schaden.;0;2;29;5;0;5;0;15;0;0;0;0;0;0;0;
11;Verzerrung;Verzerrung;Haltung. 1..5 Sekunde[n]: Ihr habt eine 75%ige Chance zu blocken. Blockkosten: Ihr verliert 2 Energiepunkt[e] oder Verzerrung endet.;1;1;29;5;0;5;0;8;0;0;0;0;0;0;0;
13;Mantra der Erholung;Mantra der Erholung;Elite-Haltung. (5..20 Sekunde[n].) Eure Zauber werden um 33% schneller wieder aufgeladen.;0;0;29;5;0;5;0;15;0;0;1;0;0;0;0;
14;Mantra des Bestehens;Mantra des Bestehens;Haltung. 5..25 Sekunde[n]: Von Euch gewirkte Illusions-Verhexungen halten um 10..40% länger an.;0;3;29;5;0;5;0;15;0;0;0;0;0;0;0;
15;Mantra der Inschriften;Mantra der Inschriften;Haltung. 5..25 Sekunde[n]: Erfolgreich in dieser Haltung aktivierte Siegel werden um 10..40% schneller aufgeladen.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
16;Mantra der Konzentration;Mantra der Konzentration;Haltung. 1..38 Sekunde[n]: Das nächste Mal, wenn Ihr sonst unterbrochen würdet, werdet Ihr nicht unterbrochen.;1;3;29;5;0;5;0;30;0;0;0;0;0;0;0;
17;Mantra des Abschlusses;Mantra des Abschlusses;Haltung. 30..90 Sekunde[n]: Verhindert Unterbrechungen gegen Euch. Verhinderungskosten: Ihr verliert 10..4 Energiepunkt[e] oder Mantra des Abschlusses endet.;0;3;29;5;0;10;0;20;0;0;0;0;0;0;0;
18;Mantra der Siegel;Mantra der Siegel;Haltung. (10..40 Sekunde[n].) Ihr habt +3 Rüstung für jedes Siegel. Ihr erhaltet jedesmal, wenn Ihr ein Siegel einsetzt, 5..60 Lebenspunkt[e].;1;3;29;5;0;5;0;20;0;0;0;0;0;0;0;
19;Zerbrechlichkeit;Zerbrechlichkeit;Verhexung. Verhext außerdem den Gegner und umstehende Feinde (8..20 Sekunde[n]). Diese Gegner erleiden jedes Mal, wenn sie unter einem neuen Zustand leiden oder sich davon erholen, 5..20 Punkt[e] Schaden.;0;1;24;5;0;5;1;5;0;0;0;0;0;0;0;
21;Inspirierte Verzauberung;Inspirierte Verzauberung;Zauber. Entfernt beim Gegner eine Verzauberung. Entfernungswirkungen: Ihr erhaltet 3..15 Energiepunkt[e]. dieser Zauber wird durch die entfernte Verzauberung ersetzt (20 Sekunden).;1;3;22;5;0;10;1;0;0;0;0;0;0;0;0;
22;Inspirierte Verhexung;Inspirierte Verhexung;Zauber. Entfernt beim Verbündeten (bzw. Euch selbst) eine Verhexung. Entfernungswirkungen: Ihr erhaltet 4..10 Energiepunkt[e]. dieser Zauber wird durch die entfernte Verhexung ersetzt (20 Sekunden).;1;3;22;5;0;5;1;0;0;0;0;0;0;0;0;
23;Kraftdorn;Kraftdorn;Zauber. Unterbricht einen Zauber oder Anfeuerungsruf. Unterbrechungswirkung: Richtet 30..120 Punkt[e] Schaden an.;0;2;22;5;0;5;.25;12;0;0;0;0;0;0;0;
24;Kraftleck;Kraftleck;Zauber. Unterbricht einen Zauber oder Anfeuerungsruf. Unterbrechungswirkung: Gegner verliert 3..17 Energiepunkt[e].;1;2;22;5;0;10;.25;20;0;0;0;0;0;0;0;
25;Kraftentzug;Kraftentzug;Zauber. Unterbricht einen Zauber oder Anfeuerungsruf. Unterbrechungswirkung: Ihr erhaltet 1..31 Energiepunkt[e].;0;3;22;5;0;5;.25;20;0;0;0;0;0;0;0;
26;Empathie;Empathie;Verhexung. (5..15 Sekunde[n].) Gegner erleidet bei jedem seiner Angriffe 10..55 Punkt[e] Schaden und fügt 1..15 Punkt[e] weniger Schaden zu.;0;2;24;5;0;10;2;10;0;0;0;0;0;0;0;
27;Täuschungen brechen;Täuschungen brechen;Zauber. Entfernt eine Mesmer-Verhexung vom anvisierten Gegner. Dabei erleidet der Gegner 15..75 Schaden, und alle benachbarten Gegner erleiden 75 % dieses Schadens.;1;2;22;5;0;5;.25;6;0;0;0;0;0;0;0;
28;Rückschlag;Rückschlag;Verhexung. 10 Sekunden: Gegner erleidet bei jedem seiner Zauber 35..140 Punkt[e] Schaden.;0;2;24;5;0;15;3;20;0;0;0;0;0;0;0;
29;Blackout;Blackout;Berührungs-Fertigkeit. 2..8 Sekunde[n]: Deaktiviert Fertigkeiten. Eure Fertigkeiten werden deaktiviert (5 Sekunden).;1;2;1;5;0;10;1;12;0;0;0;0;0;0;0;
30;Ablenkung;Ablenkung;Verhexung. 6 Sekunden: Nächste benutzte Fertigkeit des Gegners benötigt +10..56 Sekunde[n] zum Wiederaufladen.;0;2;24;5;0;10;3;12;0;0;0;0;0;0;0;
31;Trugbild beschwören;Trugbild beschwören;Verhexung. 4..18 Sekunde[n]: Verursacht -5 Lebenspunktdegeneration.;0;1;24;5;0;10;1;5;0;0;0;0;0;0;0;
32;Illusion der Schwäche;Illusion der Schwäche;Verzauberung. Ihr verliert 50..240 Lebenspunkt[e]. Wirkung am Ende: Ihr erhaltet 50..240 Lebenspunkt[e]. Endet, wenn Eure Lebenspunkte durch Schaden unter 25% Eurer maximalen Lebenspunkte gebracht werden.;1;1;23;5;0;10;2;30;0;0;0;0;0;0;0;
