0;No Skill;Kein Skill;Empty slot;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
175;Ward Against Elements;Abwehr gegen Elemente; You create a Ward Against Elements at your current location. For 8..20 seconds, non-spirit allies in this area gain +24 armor against elemental damage.;1;9;26;6;0;15;1;20;0;0;0;0;0;0;0
177;Ward Against Foes;Abwehr gegen Feinde;You create a Ward Against Foes at your current location. For 8..20 seconds, non-spirit foes in this area move 50% slower.;0;9;26;6;0;15;1;20;0;0;0;0;0;0;0
176;Ward Against Melee;Abwehr gegen Nahkampf;You create a Ward Against Melee at your current location. For 5..20 seconds, non-spirit allies in this area have a 50% chance to block melee attacks.;0;9;26;6;0;15;1;30;0;0;0;0;0;0;0
239;Ward Against Harm (PvP);Abwehr gegen Schaden (PvP);Create a Ward Against Harm at this location. For 5..15 seconds, non-spirit allies in this area have +1..3 health regeneration, +12..24 armor, and an additional +12..24 armor against elemental damage. This spell is disabled for 30 seconds.;1;11;26;6;0;15;1;30;0;0;1;0;0;0;0
189;Rodgort's Invocation;Anrufung von Rodgort;Target foe and all nearby foes are struck for 15..120 fire damage and set on fire for 1..3 second[s].;1;10;22;6;0;25;2;8;0;0;0;0;0;0;0
1085;Ash Blast;Aschenexplosion;Target and adjacent foes are struck for 35..65 earth damage. Burning foes struck by Ash Blast are hexed for 5 seconds and have a 20..75% chance to miss with attacks.;2;9;24;6;0;5;1;15;0;0;0;0;0;0;0
844;Churning Earth;Aufgeworfene Erde;Create Churning Earth at target foe's location. For the next 5 seconds, Churning Earth strikes foes near that location for 10..40 earth damage each second. Any foe moving faster than normal when struck by Churning Earth is knocked down.;2;9;22;6;0;15;2;30;0;0;0;0;0;0;0
1367;Blinding Surge;Blendende Welle;Target foe is struck for 5..50 lightning damage. That foe and all adjacent foes are Blinded for 3..8 seconds. This spell has 25% armor penetration. If this spell strikes an attacking foe, all adjacent foes are also struck and this spell deals 50% more damage.;3;8;22;6;0;10;.75;6;0;0;1;0;0;0;0
1664;Invoke Lightning;Blitz herbeirufen;Target foe and up to two other foes near your target are struck for 10..90 lightning damage. This spell has 25% armor penetration.;3;8;22;6;0;10;1;6;0;0;1;0;5;0;0
232;Lightning Touch;Blitz-Berührung;Target touched foe and all adjacent foes are struck for 10..60 lightning damage, are Blinded for 1..4 second[s], and have Cracked Armor for 1..10 second[s]. This skill has 25% armor penetration.;0;8;1;6;0;5;.75;10;0;0;0;0;0;0;0
221;Conjure Lightning;Blitzbeschwörung;For 60 seconds, if you're wielding a lightning weapon, your attacks strike for an additional 5..20 lightning damage.;0;8;23;6;0;10;1;45;0;0;0;0;0;0;0
220;Blinding Flash;Blitzblendung;Target foe is Blinded for 3..8 seconds.;0;8;22;6;0;10;.75;8;0;0;0;0;0;0;0
842;Arc Lightning;Blitzbogen;Target foe is struck for 5..40 lightning damage. If you are Overcast, two foes near your target are struck for 15..85 lightning damage. Damage from Arc Lightning has 25% armor penetration.;2;8;22;6;0;5;01. Mai;8;0;0;0;0;0;0;0
865;Lightning Hammer (PvP);Blitzhammer (PvP);Target foe is struck for 10..100 lightning damage. Lightning Hammer has 25% armor penetration.;2;8;22;6;0;25;2;4;0;0;0;0;0;0;0
222;Lightning Strike;Blitzschlag;Strike target foe for 5..50 lightning damage. This spell has 25% armor penetration. If you are Overcast, that foe is hexed with Lightning Strike for 3 seconds. When this hex ends, that foe is struck again for 5..50 lightning damage.;0;8;22;6;0;5;1;5;0;0;0;0;0;0;0
230;Lightning Javelin;Blitzspeer;Send out a Lightning Javelin that strikes for 15..50 lightning damage if it hits. Lightning Javelin interrupts attacking foes. This spell has 25% armor penetration and strikes all foes between you and your target.;1;8;22;6;0;5;1;5;0;0;0;0;0;0;0
1369;Lightning Bolt;Blitzstrahl;Send out a Lightning Bolt that strikes for 5..50 lightning damage if it hits. If Lightning Bolt strikes a moving foe, that foe is struck for 5..50 additional lightning damage. This spell has 25% armor penetration.;3;8;22;6;0;5;1;8;0;0;0;0;0;0;0
205;Lightning Surge;Blitzwelle;After 3 seconds, target foe is knocked down and struck for 14..100 lightning damage, and has Cracked Armor for 5..20 seconds. This spell has 25% armor penetration.;0;8;24;6;0;10;1;10;0;0;1;0;0;0;0
179;Incendiary Bonds;Brandbänder; After 3 seconds, target foe and all nearby foes are struck for 20..80 fire damage and are set on fire for 1..3 second[s]. Activates early if target foe dies.;1;10;24;6;0;10;0;7;0;0;0;0;5;0;0
823;Burning Speed;Brennende Eile;For 7 seconds, you are set on fire and move 30..45% faster. When Burning Speed ends, all adjacent foes are set on fire for 3..9 seconds.;2;10;23;6;0;10;.25;0;0;0;0;0;0;0;0
843;Gust;Böe;For 5..11 seconds, both you and target ally move 33% faster.  When you cast this spell, all foes near you and your target take 15..70 cold damage. Foes struck by Gust while attacking or moving are knocked down.;2;8;23;6;0;10;.75;10;0;0;1;0;0;0;0
846;Steam;Dampf; Target foe is struck for 20..60 cold damage. If target foe is on fire, Steam Blinds that foe for 5..10 seconds.;3;11;22;6;0;5;1;8;0;0;0;0;0;0;0
836;Ride the Lightning (PvP);Den Blitz reiten (PvP);You Ride the Lightning to target. All adjacent foes are Blinded for 1..5 second[s].  If your target is a foe, it is struck for 10..70 lightning damage. This spell has 25% armor penetration.;2;8;22;6;0;15;1;10;0;0;1;0;5;0;0
